startup_name_in_which_venture_capital_fund_invested,startup_website_url_in_which_venture_capital_fund_invested,startup_solution_in_which_venture_capital_fund_invested,venture_capital_fund_name,venture_capital_fund_website_url,venture_capital_fund_linkedin_url,venture_capital_fund_investment_industries,venture_capital_fund_investment_stages,venture_capital_fund_analyst_name,venture_capital_fund_analyst_linkedin_url
Vantage Mobility International (VMI),http://www.vantagemobility.com,"Vantage Mobility International (VMI) is a startup that aims to provide wheelchair accessible vehicle solutions for disabled communities and caregivers. Their mobility products and services focus on enhancing the freedom and independence of the physically challenged at affordable pricing. They offer a range of products, including the first-ever AWD wheelchair van, specialty parking sensors, interchangeable front seats, manual wheelchairs, medical supplies, and lifestyle enhancement products for adults and children. They also provide easy access inside and out for caregivers and wheelchair users. Additionally, VMI offers generous rebates and resources for veterans, caregivers, and disabled communities.",Neeb Investments LLC,https://www.nautic.com/,http://www.linkedin.com/company/maddix-capital,"Investment, Healthcare, Industrials, Services",-,James Balitaan,http://www.linkedin.com/in/dustin-marsden-77049b112
Exalt Health,https://www.exalthealth.com/,"Exalt Health is a startup that offers personalized rehabilitation programs and services for individuals suffering from a variety of physical and cognitive impairments. They use best-in-class innovative technology, such as the Bioness Integrated Therapy System (BITS), LiteGait, and Chattanooga Intelect Legend XT 4-Channel Electrotherapy Unit to ensure superior outcomes. Their team members are trained to treat musculoskeletal, neurological, rheumatic, cardiovascular, and other conditions, and they take time to get to know each patient and his or her unique situation. The goal of Exalt Health is to help patients regain their independence and improve their outcomes through exceptional care.",Neeb Investments LLC,https://www.nautic.com/,http://www.linkedin.com/company/maddix-capital,"Investment, Healthcare, Industrials, Services",-,James Balitaan,http://www.linkedin.com/in/dustin-marsden-77049b112
Nautic Partners.,https://nautic.com/portfolio/specialties/outsourced-services/,"Nautic Partners is an investor in the outsourced services sector, and they look for companies that specialize in non-core services for their customers, with a clear value proposition, and use technology and analytics to drive competitive advantage and scale. They also look for companies that are strongly embedded in customer operations or channels, leading to high switching costs for customers. Nautic focuses primarily on companies that provide industrial, commercial, and government entities with extraordinary levels of service at attractive prices, which leads to client profitability and long-term, mutually beneficial relationships.",Neeb Investments LLC,https://www.nautic.com/,http://www.linkedin.com/company/maddix-capital,"Investment, Healthcare, Industrials, Services",-,James Balitaan,http://www.linkedin.com/in/dustin-marsden-77049b112
Nautic Partners,https://nautic.com/firm/criteria,"The startup is an investment firm called Nautic Partners that focuses on healthcare, industrials, and services. Their investment strategy is to capitalize on their experience, expertise, and expansive network to accelerate businesses' growth and identify real potential within their targeted industries. They believe in aligning with their partners to drive value creation through sales and earnings growth, making informed decisions, being strategically creative and identifying add-on acquisitions. Nautic aims to work closely with their management partners to source and close strategic opportunities that are financially accretive, while adhering to their core values based on integrity and mutual respect. In summary, Nautic Partners focuses on accelerating the growth of promising middle market companies with enterprise values from $100 million to $1+ billion.",Neeb Investments LLC,https://www.nautic.com/,http://www.linkedin.com/company/maddix-capital,"Investment, Healthcare, Industrials, Services",-,James Balitaan,http://www.linkedin.com/in/dustin-marsden-77049b112
DeepSeas,https://www.deepseas.com,"DeepSeas aims to solve the problem of cyber threats and attacks on businesses by providing a range of services including Managed Detection & Response (MDR) and Cyber Defense as a Service. They offer a unique service delivery methodology called Ultra which is capable of integrating Operational Technology (OT) with IT, cloud, and mobile threat detection. They partner with leading organizations in the industry to provide access to leading capabilities to their clients. The goal of DeepSeas is to minimize the business impact of cyber threats by providing real cyber experts who offer 24/7 access to a deep force of cyber talent. They also aim to optimize existing security investments of their clients through their cyber defense platform.",Neeb Investments LLC,https://www.nautic.com/,http://www.linkedin.com/company/maddix-capital,"Investment, Healthcare, Industrials, Services",-,James Balitaan,http://www.linkedin.com/in/dustin-marsden-77049b112
GETPROVEN.,https://nea.getproven.com,"This startup aims to provide NEA portfolio companies access to recommended third-party vendors in order to support company growth. The NEA vendor platform includes relevant information about the vendors and offers exclusive discounts or other benefits to portfolio companies. If you are an NEA portfolio company then this platform could be very useful to find vendors and you just have to log in with your email address to avail the offers. If you are a third-party vendor, you can also offer discounts or services to NEA's portfolio companies by contacting shendriks (at) nea.com.",New Media Ventures (NMV),https://www.nea.com/,http://www.linkedin.com/company/main-street-capital-corporation,-,-,Melody Kuzu,http://www.linkedin.com/in/leah-john-1465b8196
Coda AI alpha,https://coda.io/d/_dWtRsISDmBS/Welcome-to-NEAs-Talent-Platform_suxKP,"The startup, Coda AI, provides a platform for users to create unified documents that can bring together words, data, and teams at no cost. Users can sign up to the waitlist through the startup's website. The platform supports multiple sign-in options such as Google, Microsoft, Apple, and SSO. Signing in will require agreeing to their Terms of Service and Privacy Policy.",New Media Ventures (NMV),https://www.nea.com/,http://www.linkedin.com/company/main-street-capital-corporation,-,-,Melody Kuzu,http://www.linkedin.com/in/leah-john-1465b8196
Eargo.,http://careers.nea.com/,"Eargo aims to solve the problem of hearing loss by providing a hearing aid that is almost invisible and easier to use. The company wants to change how the world perceives hearing loss by offering hearing aids that make the hearing journey as effortless and as invisible as possible. With an excellent team that spun out of MIT, they use advanced technology to create innovative and effective hearing aids with a sleek design. It is a clinical-stage biopharmaceutical company that focuses on developing and commercializing innovative therapies for people with chronic respiratory diseases. Databricks aims to unify data, analytics, and AI to help organizations worldwide make decisions faster through their suite of solutions.",New Media Ventures (NMV),https://www.nea.com/,http://www.linkedin.com/company/main-street-capital-corporation,-,-,Melody Kuzu,http://www.linkedin.com/in/leah-john-1465b8196
aiOla,https://www.aiola.com/,"aiOla aims to solve the problem of time-consuming, error-prone, and unsafe manual data capturing processes in various industries. They offer a patented speech solution that can automate data collection and processing hands-free and paperless, regardless of language, accent, acoustic environment, or industrial jargon. Their product can improve efficiency, safety, intelligence, and collaboration by saving countless hours and providing accurate and actionable results. They differentiate themselves from traditional and off-the-shelf speech solutions by understanding industry-specific vocabulary with over 95% accuracy, and integrating with any existing technologies. By offering an easy-to-use and data-centric platform, aiOla can have a significant impact, such as increasing production uptime by 30%, decreasing inspection time by 35%, and reducing manual operations by 90%.",New Rhein Healthcare Investors,https://www.newera.vc/,http://www.linkedin.com/company/mainsail-partners,"E-commerce, Transportation and Logistics, Healthcare","-Idea Stage, Pre-Seed Stage, Seed Stage, Series A Stage, Series B Stage",Avi Kapadia,http://www.linkedin.com/in/sunny-prasla-54aaa8a4
Papaya Global.,https://papayaglobal.com/,"Papaya offers a unified platform to connect HCM/HRIS, expenses, T&A, ERP, and more, aiming to create transparency and unlock payroll insights. Through Papaya's automated global payroll SaaS platform, payroll processing time can be reduced by 30%, and you can pay your entire workforce from a single e-wallet in 3 seconds to 3 days without the need for a local bank account. With Papaya's embedded payments, full liability is built-in. The platform allows fast and hassle-free implementation with no extra costs or third-party integrators, which means you can go live in a few weeks. Papaya supports global expansion, enables the recruitment and relocation of employees everywhere, and provides knowledge about local regulations, taxation, and employment law in over 160 countries.",New Rhein Healthcare Investors,https://www.newera.vc/,http://www.linkedin.com/company/mainsail-partners,"E-commerce, Transportation and Logistics, Healthcare","-Idea Stage, Pre-Seed Stage, Seed Stage, Series A Stage, Series B Stage",Avi Kapadia,http://www.linkedin.com/in/sunny-prasla-54aaa8a4
Otoma,https://otoma.com/,"The Otoma platform offers a new and more efficient way of implementing and testing software solutions that is suited to specific packaged applications. It provides an intuitive user experience and an integrated platform that accelerates the testing process and makes implementation easier and more cost-effective. The platform's unique knowledge base captures the operating environment and specifies the protocols to provide a reliable source of truth for the company. Additionally, the Otoma platform uses AI-based process-mining algorithms that help discover business scenarios that were not identified during requirements and test design, making it a powerful solution for companies looking to improve their implementation and testing.",New Rhein Healthcare Investors,https://www.newera.vc/,http://www.linkedin.com/company/mainsail-partners,"E-commerce, Transportation and Logistics, Healthcare","-Idea Stage, Pre-Seed Stage, Seed Stage, Series A Stage, Series B Stage",Avi Kapadia,http://www.linkedin.com/in/sunny-prasla-54aaa8a4
Metha.ai,https://metha.ai/,"The startup aims to solve the problem of methane emissions caused by cows on dairy and meat farms, which led to reduced milk and meat yields and affected farmers' profitability. The company provides farmers with funding for feed additives to improve the herd's health and milk and meat yields. They use a proprietary microbiome analytics engine, developed based on the mathematical laws of biology and artificial intelligence, to analyze genetic information obtained from herd samples. They then calculate the optimal feed additive cocktail for each herd, reducing their methane emissions significantly and consistently. The technology offers farmers two-fold benefits, including increased yields, healthier cows, and lower methane emissions, allowing them to have higher profits and become carbon neutral.",New Rhein Healthcare Investors,https://www.newera.vc/,http://www.linkedin.com/company/mainsail-partners,"E-commerce, Transportation and Logistics, Healthcare","-Idea Stage, Pre-Seed Stage, Seed Stage, Series A Stage, Series B Stage",Avi Kapadia,http://www.linkedin.com/in/sunny-prasla-54aaa8a4
The startup described in the context is Caja Robotics.,https://cajarobotics.com/,"Caja Robotics is a startup that aims to automate and optimize warehouses by providing a system of AI-powered robots, software, and workstations. Their technology uses machine learning and simulation to learn warehouse operations and optimize tasks such as inbound and order fulfillment. Their system involves using autonomous mobile robots (AMRs) for unit picking and bulk picking, depending on the SKU forecast for all open orders. They also offer a cloud-based software system that controls the entire operation of the system, with WMS integration available using simple APIs. Caja Robotics helps warehouse managers save up to 61% of labor costs, achieve a 400% increase in warehouse productivity, and improve accuracy up to 99.8%.",New Rhein Healthcare Investors,https://www.newera.vc/,http://www.linkedin.com/company/mainsail-partners,"E-commerce, Transportation and Logistics, Healthcare","-Idea Stage, Pre-Seed Stage, Seed Stage, Series A Stage, Series B Stage",Avi Kapadia,http://www.linkedin.com/in/sunny-prasla-54aaa8a4
Workiz,https://www.workiz.com/,"Workiz is a field service management platform for businesses in various industries such as HVAC, plumbing, junk removal, locksmith, garage door, and carpet cleaning. The platform offers features such as scheduling, invoicing, communication suite, job management, online payment, inventory management, lead management, business reporting, and route planning. Workiz aims to automate daily tasks, improve customer satisfaction, and increase income. Users can communicate with their team and customers in real-time through the Workiz mobile app, and provide an exceptional customer experience. Workiz enables businesses to function at the highest level possible. The startup solves the problem of managing field service businesses that used to be difficult and time-consuming due to multiple communication channels, outdated software, and old payment methods.",New Rhein Healthcare Investors,https://www.newera.vc/,http://www.linkedin.com/company/mainsail-partners,"E-commerce, Transportation and Logistics, Healthcare","-Idea Stage, Pre-Seed Stage, Seed Stage, Series A Stage, Series B Stage",Avi Kapadia,http://www.linkedin.com/in/sunny-prasla-54aaa8a4
Variantyx,https://variantyx.com/,"Variantyx is solving the problem of misdiagnosis and ineffective treatment by providing precision medicine through state-of-the-art molecular diagnostic solutions. They use a unique whole genome platform to analyze whole genome sequences so that providers and patients can receive accurate diagnoses and treatments. Their portfolio includes testing for reproductive genetics, rare genetic disorders, precision oncology, and wellness. Variantyx has been able to uncover genetic mutations that were previously undiscoverable, resulting in improved patient outcomes. Their technology makes their testing stand out and revolutionizes genetic testing by providing a unified platform and results.",New Rhein Healthcare Investors,https://www.newera.vc/,http://www.linkedin.com/company/mainsail-partners,"E-commerce, Transportation and Logistics, Healthcare","-Idea Stage, Pre-Seed Stage, Seed Stage, Series A Stage, Series B Stage",Avi Kapadia,http://www.linkedin.com/in/sunny-prasla-54aaa8a4
GraphiteRx,https://www.graphiterx.com/,"GraphiteRx is a marketplace technology platform that makes it easier for pharmacies and suppliers to work together by streamlining orders and providing data visibility for smarter purchasing. By simplifying the ordering process outside of primary wholesalers, GraphiteRx aims to provide better visibility for pharmacies to gain better control over their purchase processes. This is helpful when purchasing specialty and shortage drugs, 503B compounds and other pharmacy supplies that need to be purchased directly from a supplier. By providing a single screen for all orders, buyers can easily create and track orders, as well as receive notifications and updates. GraphiteRx also offers product discovery, in-depth reporting, and customer support to make sure that pharmacies have a better buying experience.",New Rhein Healthcare Investors,https://www.newera.vc/,http://www.linkedin.com/company/mainsail-partners,"E-commerce, Transportation and Logistics, Healthcare","-Idea Stage, Pre-Seed Stage, Seed Stage, Series A Stage, Series B Stage",Avi Kapadia,http://www.linkedin.com/in/sunny-prasla-54aaa8a4
Assured Allies,https://newera-site.webflow.io/media-center,Assured Allies is a startup that develops technology to help people make the most of their later years by offering aging programs that reduce the risk of disability and retirement products that aim to make long-term care insurance accessible and financially sustainable. Their platform uses machine learning and predictive analytics to combine aging and retirement solutions. Their goal is to support successful aging by working with long-term care industry leaders and insurance companies.,New Rhein Healthcare Investors,https://www.newera.vc/,http://www.linkedin.com/company/mainsail-partners,"E-commerce, Transportation and Logistics, Healthcare","-Idea Stage, Pre-Seed Stage, Seed Stage, Series A Stage, Series B Stage",Avi Kapadia,http://www.linkedin.com/in/sunny-prasla-54aaa8a4
Optibus,https://www.optibus.com/,"Optibus is solving the problem of providing an end-to-end software platform for planning, scheduling, rostering, and operations of public transportation. The platform is designed to cater to operators, agencies, cities, corporations, airports, consultancies, events, and universities, aiming to make public transportation more equitable, sustainable, and efficient for everyone. It enables agencies and transport providers to experiment with multiple scenarios, generating optimal networks that make transit accessible and efficient for communities. Optibus promises centralized, easy-to-use software that is faster than traditional workflows, making daily operations easier. The software also reduces tons of CO2 emissions annually, making public transport sustainable while still providing solutions for the management needs of various clients.",New Rhein Healthcare Investors,https://www.newera.vc/,http://www.linkedin.com/company/mainsail-partners,"E-commerce, Transportation and Logistics, Healthcare","-Idea Stage, Pre-Seed Stage, Seed Stage, Series A Stage, Series B Stage",Avi Kapadia,http://www.linkedin.com/in/sunny-prasla-54aaa8a4
Suridata.ai,https://www.suridata.ai/,"Suridata is a SaaS startup providing businesses with security, visibility, and control solutions by consolidating monitoring and remediation into one SSPM platform. Their agentless solution provides a unified view of the entire stack of SaaS applications with full visibility into SaaS security risks that pose critical business impact. The platform's intelligent analytics clusters risk alerts, enabling businesses to focus on critical alerts only, and its automated workflows ensure the most critical alerts are acted upon instantaneously. Suridata's SSPM program covers both managed and unmanaged applications, reducing noise and optimizing the efforts of security operators. Their focus is to help businesses enforce a rigorous SaaS Security Posture Management (SSPM) program.",New Rhein Healthcare Investors,https://www.newera.vc/,http://www.linkedin.com/company/mainsail-partners,"E-commerce, Transportation and Logistics, Healthcare","-Idea Stage, Pre-Seed Stage, Seed Stage, Series A Stage, Series B Stage",Avi Kapadia,http://www.linkedin.com/in/sunny-prasla-54aaa8a4
TULU,https://tulu.io/,"TULU provides a rental service for household items that enables residents to save space while gaining access to high-quality home products. Their service helps residents to rent items they need for their everyday lives without having to own or take up space in an apartment living. TULU aims to elevate the living experience for residents by providing on-demand access to day-to-day things such as printers, scooters, home essentials, and beyond. Their service helps property owners to distinguish their brand, boost amenities, enhance residents' quality of life, and increase prospects for contracts and sales. TULU offers a custom service that curates the items residents are looking for by installing a smart unit stocked with all the curated offerings, and a tech platform driven by data, with a one-click app ensuring seamless transactions.",New Rhein Healthcare Investors,https://www.newera.vc/,http://www.linkedin.com/company/mainsail-partners,"E-commerce, Transportation and Logistics, Healthcare","-Idea Stage, Pre-Seed Stage, Seed Stage, Series A Stage, Series B Stage",Avi Kapadia,http://www.linkedin.com/in/sunny-prasla-54aaa8a4
Hyliion.,https://www.hyliion.com/,"Hyliion's ERX solution solves the problem of cost-prohibitive replacement of existing assets and infrastructure in the logistics and transportation industry that is required for reducing emissions. The technology provides electrified powertrain systems that can augment or replace traditional diesel- or natural gas-fueled powertrains. Leveraging existing fueling and fleet infrastructure, it ensures lower fuel and operating costs and reduces total cost of ownership. Hyliion's solution helps to reduce emissions without compromising on performance and reliability.",New Rhein Healthcare Investors,https://www.newera.vc/,http://www.linkedin.com/company/mainsail-partners,"E-commerce, Transportation and Logistics, Healthcare","-Idea Stage, Pre-Seed Stage, Seed Stage, Series A Stage, Series B Stage",Avi Kapadia,http://www.linkedin.com/in/sunny-prasla-54aaa8a4
OrderEx,https://orderex.app/,"OrderEx is a startup that aims to provide solutions to the problems encountered by restaurants in managing orders and serving customers. The startup offers a free mobile app that enables guests to browse the full menu and send customized orders to the kitchen right from their phones. OrderEx aims to increase ticket size by strategically promoting items during the dining process. It enables guests to pay, split the bill, and add auto or standard gratuity from the OrderEx app, eliminating the need for waiting for a check. OrderEx provides staff with the necessary tools to ensure high performance and high-touch service even during the busiest rush.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
24SEVEN,https://24seven.pk/,"24SEVEN is a Lahore-based B2B2C e-commerce and retail startup that recently raised $6 million in Pre-Series A funding from Betatron Venture. They aim to transform traditional retail with digitization, innovation, and financial inclusion by empowering Pakistan with convenience and accessibility. Previously known as 24seven.pk, the startup digitizes and rebrands mom-and-pop stores through an innovative model, which has helped them secure this funding. Their mission is to create an inclusive culture by embracing each other’s differences and individuality to create a sense of belonging.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
B2Z Insurance Inc.,https://www.b2z-insurance.com/,"B2Z Insurance Inc is solving the problem of small business owners who are in need of insurance services to protect their business from losses relating to vehicles, injuries, property damage claims, cyber attacks, and any mistakes that can occur during work activities. They provide different types of personalized insurance coverage for small businesses, depending on the nature of the business, and help to make the purchasing and claims processes easier and faster through digital intelligence and data. They also provide tips, news, and stories that can benefit small business owners and protect them from any unforeseen risks. Their aim is to provide all-round protection for small businesses, regardless of the challenges they may face in their respective industries.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
Shower Stream,http://showerstream.net/,"Shower Stream aims to solve the problem of behavioral water waste in hotels during warm up times of the shower. This problem is leading to 10 billion gallons of water and 2.3 billion kWh of energy wasted annually in hotels. Shower Stream provides a smart shower solution that reduces energy and water usage, improving the hotel's bottom line without sacrificing guest experience. The discreet smart device prioritizes bathroom aesthetics and seamless functionality, and Shower Stream also offers remotely managed energy and water consumption along with advanced sensor technology. Hotel owners can remotely monitor and identify potential issues across their network of hotel showers to deploy timely updates and repairs before they become a bigger problem, thereby saving up to $30,000 annually on average in utility.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
". Director, Brand at Tovala",https://careers.newlin.vc/jobs,"Newlin Ventures is a venture capital firm that invests in various portfolio companies that are offering job opportunities in the United States and other remote locations. From their list of 24 companies with 53 available jobs, they cater to different positions such as platform engineers, sales managers, assemblers, directors, and specialists, among others. Job seekers may sign up for their talent network and explore the job openings and companies available. While there is no clear indication of a specific user problem, Newlin Ventures helps connect job seekers with potential employers, providing employment opportunities and assisting portfolio companies in building their team and achieving their business goals.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
Hologram,https://hologram.io/,"The startup, Hologram, uses cookies on their website to enhance the performance and overall functionality of the website, remember user settings, collect metrics for creating a personalized user experience, and to help with marketing. Disabling some types of cookies may impact the performance of the website. Hologram offers cellular IoT solutions, including connectivity, monitoring, and fleet optimization, which enables customers to trust that their devices will stay connected anywhere in the world. Hologram ensures that they build a unique user profile using essential cookies only.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
"Phigenics, LLC",https://info.phigenics.com/,"Phigenics provides water management programs and services to help facility owners and managers maintain water safety and optimize efficiency of the building water systems while reducing operational and capital costs. They are an independent provider of ANSI/ASHRAE 188-aligned and Centers for Medicare & Medicaid Services S&C 17-30-aligned water management programs. They do not sell chemicals or water treatment equipment and provide an independent solution that is not restricted to an internal product line. Their solution ensures alignment with existing and forthcoming industry standards such as ANSI Standards, Guidelines and Directives from ASHRAE, NSF Intl, VHA Directive 1061, Cooling Technology Institute Guideline WTB- 148, WELL Building Standard, and USGBC LEED. They are committed to preventing diseases resulting from waterborne pathogens and managing the world's most precious resource.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
Draftbit,https://draftbit.com/,"Draftbit is solving the problem of creating native mobile apps without spending too much time and money. It is a pro-code native app builder that allows users to create, customize, and launch their mobile apps visually. The platform offers a simple interface that enables users to design, build, test, and publish their apps from the same place while skipping the engineering hassle and shortening time to market. Moreover, it offers a flexible tool for building anything the user can imagine without being constrained by templates. Users can customize every detail with advanced properties, themes, and custom code and preview the progress on their device or on the web.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
Valt Inc.,https://valt.io/,"The startup was providing password management services that aimed to make it easier for users to access and organize their passwords. However, the company has decided to discontinue its services and issue refunds for any unused pre-paid fees. The reason behind this is that the startup has been acquired by Dropbox Inc. The startup has claimed that its user's password information will be available for migration. It seems that the users were happy with the app, as one of them commented that it was easy to use, safe, and had responsive developers who were committed to making something special and unique.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
Newtrul.,https://newtrul.com/,"Newtrul is a startup that helps mid-market freight brokerages improve their efficiency and grow through digital bookings and automation. The startup provides a platform that allows carriers to sign up, connect with brokers and access new loads to expand their network while enabling brokers to streamline their pricing by automating their business. It charges transaction fees based on transaction volume reducing procurement costs for trucking thereby improving valuations. Newtrul automates operations as much as possible, enabling brokers to secure reliable carriers, negotiate bids, and book loads online. The startup also offers one-click integration with multiple TMS platforms. Through the use of world-class automation, market intelligence, and tools, newtrul empowers carriers, shippers, and brokers to stay competitive and grow.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
Somewear.,https://www.somewearlabs.com/,"Somewear aims to solve the problem of communication and safety for people who venture or operate beyond the limits of cellular connectivity, such as government operators, enterprise teams, and outdoor enthusiasts. Their best-in-class, lightweight satellite solution and user-centric software provide a reliable and effective off-grid communication platform that allows personnel to work effectively and safely even in the most remote environments. Their advanced software solution and ultralight, compact form factor provide government operators working under strenuous conditions, a swift, dependable mode of mission-critical communication. They also offer features to communicate, track, and trigger a distress signal in a worst-case scenario. Somewear's goal is to keep people in touch, informed, and safe anywhere in the world.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
Winston.,https://newlin.vc/,"The startup is a venture capital firm that invests in startups across North and South America in the pre-seed, seed, and series A stages. They focus on specific industries including IoT and Smart Hardware, Internet of Food (IoF)/Food Tech, InsurTech, and Consumer. They offer portfolio value add services to their startups such as HR consulting, capital raising, go-to-market strategy, and product roadmap strategy. The startup provides a list of their portfolio companies, which range from smart ovens and meal delivery service to satellite communication solutions and dog supplements made from cricket protein. Overall, the startup aims to support founders in achieving their dreams and building a better society through their investments and value added services.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
Aspinity,https://www.aspinity.com/,"Aspinity's patented analogML core enables ultra-low power system-level solution for always-on edge processing applications. Its unique core allows for lower Always-On AI System Power, longer battery life, and elimination of irrelevant data processing thus making it a key enabling technology for power intelligent products for an energy-efficient future. By reducing irrelevant data before digitization, the system eliminates data transmission, storage, and high-cost cloud compute. It provides insight-driven decision making by signal processing at the extreme edge rather than simple data gathering. With programmable software, application-specific parameters and functionality is designed for flexibility, and ultra-low power analog signal processing packing additional features at no cost to battery life.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
"Buddy Technology, Inc.",https://my.buddy.insure/,"Buddy Technology aims to solve the problem of out-of-pocket costs for people who get injured while doing fun activities. In a world where deductibles for individual health insurance plans rise to over $4,000, Buddy's on-demand accident insurance provides coverage for as little as a day or as long as a year. Customers can use the benefit to cover their deductible or replace gear that was damaged during the activity. Buddy promises a modern insurance experience, without pesky phone calls needed, and has received positive feedback from satisfied customers.",NewSpring,https://www.newlin.vc/,http://www.linkedin.com/company/maple-capital-llc,"Internet of Food (“IoF”) / Food Tech, IoT and Smart Hardware, InsurTech, Consumer","Seed, Pre-Seed, Series A",Roberto Cury,http://www.linkedin.com/in/zhengqianzhou
Appcues,https://www.appcues.com/,"Appcues Mobile is a startup that helps companies improve their product and user experience through targeted and personalized in-app experiences. Their services include hyper-targeting messages and announcements, improving NPS and feedback collection, driving awareness and adoption of new features, and building and testing captivating onboarding experiences in minutes. By using their services, companies can achieve higher engagement, continuous use of their product, expansion, and upsells, ultimately resulting in sticky, engaged users and greater results. The startup aims to solve the problem of providing personalized experiences to users, even for complex products, without relying solely on engineering support or costly one-on-one support.",Nexa Equity,https://www.newspringcapital.com/,http://www.linkedin.com/company/mark-cuban-companies,-Manufacturing/Distribution -Healthcare,-,Naqi Abbas,http://www.linkedin.com/in/ericjustinaaronson
Messagepoint,https://www.messagepoint.com/,"The startup Messagepoint offers an AI-powered Customer Communications Management (CCM) service aimed at helping businesses manage their regulated, personalized communications. Their solutions empower non-technical business users with intelligent control of customer communications, optimize omni-channel customer communications, accelerate content migration while optimizing content, and streamline the creation and updating of Medicare communications. The service aims to increase the efficiency, compliance and personalization of regulated customer communications across print and digital channels, and reduces the amount of time spent by businesses on communication management. It solves the problem of complex content management in regulated, personalized communication.",Nexa Equity,https://www.newspringcapital.com/,http://www.linkedin.com/company/mark-cuban-companies,-Manufacturing/Distribution -Healthcare,-,Naqi Abbas,http://www.linkedin.com/in/ericjustinaaronson
Mr. Scrappy Disposer Accessories,https://www.joneca.com/,"This startup provides various kitchen products such as Scrappy Disposer Accessories, Commercial Disposers, UV-C Air Sanitizer, Bio Shield BEWS-200, and Hot Water Dispenser. They also offer product registration and replacement parts services for their products. The startup aims to make kitchen clean-up easy with their food waste disposer. The customers can register their new product or purchase replacement parts on their website. The startup also provides installation instructions for their disposers featuring either a Speed Master Mounting System or a 3-Bolt Mounting System. Additionally, they provide information about upcoming events and holiday closures on their website.",Nexa Equity,https://www.newspringcapital.com/,http://www.linkedin.com/company/mark-cuban-companies,-Manufacturing/Distribution -Healthcare,-,Naqi Abbas,http://www.linkedin.com/in/ericjustinaaronson
